AccountId,Amount
1eChFo5kmz3Yw5TvZbVzNrRegpmMNPyJbEKQg3Ho739osUn,30.00
1eKosjZDiBkYoUAeSTXfBJJTbjBpa4gjgvk8mVke9ryRoWj,5.00
1gX8R41XuJCpecTPt3FGMboNXUubkSeg4Pz5fKKyWmGyfrc,41.00
1h9bopHTDYNAGhYUhzrYcysmvUHiKUCbbrzXBpo2XAEwivs,5.00
1j1eFYfxhD69otYcGoew22ej9aPbxTVF6YmzBCV6S69umYa,22.00
1jnPctbsMbnaxAFZnCqQ55dE5eTbC9aaJcMZ4VBRdspEmSz,21.00
1jsHREmkGDGFJn2RYJa5euFvFRTMag8XzhHsTVMp8krAtMh,7.00
1k2RfgU3oYujTMAbbvxpKZv7hV6FengcSFW853pFhbPPqPK,15.00
1kDWBCT5h1hg5SoqGwZgrPW352uz8YRzGvUto4d1ceg1tnC,10.00
1mapHDkyEFEHF2hh16rzNMfSAQ7G59Ck9fCHrwtwqfTiY2D,10.00
1n3VJBBTHANc32n2qjDMkUXZXbPaMwtgnzZAhHWXjVurAus,238.00
